ClaveEnt,Entidad,ClaveMun,Municipio,pobtot,pobmas,pobfem,p_0a2,p_0a2_m,p_0a2_f,p_3ymas,p_3ymas_m,p_3ymas_f,p_5ymas,p_5ymas_m,p_5ymas_f,p_12ymas,p_12ymas_m,p_12ymas_f,p_15ymas,p_15ymas_m,p_15ymas_f,p_18ymas,p_18ymas_m,p_18ymas_f,p_3a5,p_3a5_m,p_3a5_f,p_6a11,p_6a11_m,p_6a11_f,p_8a14,p_8a14_m,p_8a14_f,p_12a14,p_12a14_m,p_12a14_f,p_15a17,p_15a17_m,p_15a17_f,p_18a24,p_18a24_m,p_18a24_f,p_15a49_f,p_60ymas,p_60ymas_m,p_60ymas_f,rel_h_m,pob0_14,pob15_64,pob65_mas,prom_hnv,pnacent,pnacent_m,pnacent_f,pnacoe,pnacoe_m,pnacoe_f,pres2005,pres2005_m,pres2005_f,presoe05,presoe05_m,presoe05_f,p3ym_hli,p3ym_hli_m,p3ym_hli_f,p3hlinhe,p3hlinhe_m,p3hlinhe_f,p3hli_he,p3hli_he_m,p3hli_he_f,p5_hli,p5_hli_nhe,p5_hli_he,phog_ind,pcon_lim,pclim_mot,pclim_vis,pclim_leng,pclim_aud,pclim_mot2,pclim_men,pclim_men2,psin_lim,p3a5_noa,p3a5_noa_m,p3a5_noa_f,p6a11_noa,p6a11_noam,p6a11_noaf,p12a14noa,p12a14noam,p12a14noaf,p15a17a,p15a17a_m,p15a17a_f,p18a24a,p18a24a_m,p18a24a_f,p8a14an,p8a14an_m,p8a14an_f,p15ym_an,p15ym_an_m,p15ym_an_f,p15ym_se,p15ym_se_m,p15ym_se_f,p15pri_in,p15pri_inm,p15pri_inf,p15pri_co,p15pri_com,p15pri_cof,p15sec_in,p15sec_inm,p15sec_inf,p15sec_co,p15sec_com,p15sec_cof,p18ym_pb,p18ym_pb_m,p18ym_pb_f,graproes,graproes_m,graproes_f,pea,pea_m,pea_f,pe_inac,pe_inac_m,pe_inac_f,pocupada,pocupada_m,pocupada_f,pdesocup,pdesocup_m,pdesocup_f,psinder,pder_ss,pder_imss,pder_iste,pder_istee,pder_segp,p12ym_solt,p12ym_casa,p12ym_sepa,pcatolica,pncatolica,potras_rel,psin_relig,tothog,hogjef_m,hogjef_f,pobhog,phogjef_m,phogjef_f,vivtot,tvivhab,tvivpar,vivpar_hab,tvivparhab,vivpar_des,vivpar_ut,ocupvivpar,prom_ocup,pro_ocup_c,vph_pisodt,vph_pisoti,vph_1dor,vph_2ymasd,vph_1cuart,vph_2cuart,vph_3ymasc,vph_c_elec,vph_s_elec,vph_aguadv,vph_aguafv,vph_excsa,vph_drenaj,vph_nodren,vph_c_serv,vph_snbien,vph_radio,vph_tv,vph_refri,vph_lavad,vph_autom,vph_pc,vph_telef,vph_cel,vph_inter,tam_loc
15,México,15025,Chalco,310130,151403,158727,17952,9113,8839,289285,140838,148447,276065,134175,141890,230854,111314,119540,211136,101937,109199,190346,92062,98284,19633,9875,9758,38798,19649,19149,45503,22448,23055,19718,9377,10341,20790,9875,10915,40481,19991,20490,89774,16475,7777,8698,95,96101,200526,10610,2,171331,85485,85846,133759,63990,69769,246874,120953,125921,25941,12089,13852,6009,2696,3313,25,5,20,5555,2487,3068,5987,25,5542,15181,10776,5160,3604,992,1004,411,516,976,292596,9912,5014,4898,1049,562,487,1156,623,533,13937,6586,7351,9287,4475,4812,892,481,411,8891,3071,5820,10497,4087,6410,19948,8706,11242,35702,16488,19214,12016,6610,5406,62468,32361,30107,61762,30256,31506,9,9,8,120150,82013,38137,106922,27074,79848,114183,77269,36914,5967,4744,1223,162184,141616,76889,20225,3216,28868,78141,130346,20383,252712,25939,1304,11020,73832,57584,16248,302566,243591,58975,99555,74775,98612,73832,74761,20297,4483,302566,4,1,68401,5200,31060,42572,8326,16209,48984,73079,538,66119,7476,72759,71458,2096,64913,715,63781,71106,55807,46888,23292,17117,32853,48322,10830,
15,México,15026,Chapa de Mota,27551,13532,14019,1799,920,879,25692,12583,13109,24345,11923,12422,19914,9656,10258,18167,8785,9382,16370,7877,8493,1953,985,968,3825,1942,1883,4273,2147,2126,1747,871,876,1797,908,889,3843,1838,2005,7319,2242,1015,1227,97,9324,16581,1586,3,25610,12682,12928,1799,785,1014,23754,11625,12129,435,189,246,3124,1473,1651,16,3,13,2993,1420,1573,3116,16,2988,7693,1533,731,548,120,204,41,56,88,25811,1144,574,570,66,32,34,157,81,76,960,490,470,546,234,312,61,38,23,2083,609,1474,2104,632,1472,3381,1652,1729,4084,2000,2084,902,533,369,4673,2490,2183,2529,1242,1287,7,7,6,9998,7579,2419,9834,2031,7803,9592,7218,2374,406,361,45,7292,20156,1819,321,197,17609,6943,11415,1525,25697,1227,4,131,6320,5221,1099,27500,23799,3701,7769,6337,7752,6320,6337,781,651,27500,4,1,5987,302,2551,3740,274,1334,4671,6070,217,5557,732,4661,3895,2350,3612,302,4764,5637,3428,2020,1949,464,523,3476,134,
15,México,15027,Chapultepec,9676,4738,4938,611,305,306,8969,4385,4584,8528,4153,4375,7046,3408,3638,6526,3152,3374,6029,2886,3143,648,322,326,1275,655,620,1348,702,646,520,256,264,497,266,231,1060,505,555,2747,592,276,316,96,3054,6170,356,2,7713,3793,3920,1850,890,960,7675,3734,3941,798,390,408,39,18,21,0,0,0,29,15,14,39,0,29,96,341,159,106,24,45,8,15,21,9219,278,150,128,30,14,16,14,8,6,395,206,189,264,157,107,12,6,6,138,45,93,157,51,106,467,195,272,915,393,522,276,149,127,1655,849,806,2749,1379,1370,10,10,10,3890,2606,1284,3126,782,2344,3757,2513,1244,133,93,40,2335,7227,3622,618,447,1973,2122,4374,542,8656,541,18,173,2388,1960,428,9552,8106,1446,4472,2421,4439,2388,2420,1670,381,9552,4,1,2331,53,977,1399,134,465,1776,2373,7,2315,67,2358,2337,41,2279,22,2043,2327,1787,1536,1251,685,571,1771,246,
15,México,15028,Chiautla,26191,12759,13432,1470,783,687,24575,11904,12671,23537,11384,12153,19818,9506,10312,18340,8783,9557,16766,7984,8782,1552,761,791,3205,1637,1568,3640,1835,1805,1478,723,755,1574,799,775,3329,1687,1642,7444,1992,916,1076,95,7705,16974,1366,2,21457,10488,10969,4498,2157,2341,22947,11073,11874,446,233,213,189,108,81,1,0,1,174,97,77,186,1,172,511,750,358,190,80,109,54,54,77,25211,707,343,364,67,37,30,78,47,31,1134,571,563,1038,527,511,57,41,16,495,180,315,599,241,358,1756,762,994,2844,1274,1570,910,516,394,5053,2502,2551,6386,3124,3262,9,9,9,10546,7063,3483,9199,2408,6791,10323,6890,3433,223,173,50,14291,11706,3540,1147,387,5754,6846,11285,1642,23831,1129,18,503,5895,4702,1193,26037,21504,4533,6624,5943,6576,5895,5942,423,258,26037,4,1,5520,343,2109,3747,478,1055,4314,5823,42,5419,447,5735,5700,144,5304,46,5241,5700,4674,3666,2684,1451,2135,3828,928,
15,México,15029,Chicoloapan,175053,85377,89676,9972,5015,4957,163717,79678,84039,156149,75864,80285,129061,62036,67025,118458,56687,61771,108239,51454,56785,11423,5773,5650,23233,11869,11364,26044,13256,12788,10603,5349,5254,10219,5233,4986,19411,9532,9879,51352,8033,3696,4337,95,55231,113701,4757,2,72105,35793,36312,100938,48582,52356,129169,62624,66545,25718,12498,13220,1864,934,930,13,7,6,1596,795,801,1844,11,1587,5176,6331,3291,1957,664,667,440,451,678,166843,5381,2730,2651,518,297,221,575,326,249,7501,3775,3726,5067,2476,2591,405,244,161,3153,1064,2089,3929,1470,2459,7494,3245,4249,16133,6968,9165,6717,3745,2972,34586,17167,17419,45553,22344,23209,9,10,9,71836,46837,24999,56916,15032,41884,68668,44466,24202,3168,2371,797,70119,103402,61389,17663,3485,15860,41459,75470,11966,142151,15153,313,7717,44218,34458,9760,173377,139773,33604,60963,44666,60515,44218,44659,12214,4083,173377,4,1,43359,736,18107,26035,2534,9490,32061,44072,68,42974,1135,44066,43985,126,42798,133,40102,43480,39032,33316,16577,14381,22928,33635,9239,
15,México,15030,Chiconcuac,22819,11138,11681,1330,674,656,21100,10271,10829,20141,9747,10394,17010,8200,8810,15726,7541,8185,14479,6916,7563,1426,750,676,2664,1321,1343,3031,1527,1504,1284,659,625,1247,625,622,3114,1548,1566,6353,1748,783,965,95,6704,14571,1155,2,20296,9919,10377,2099,1010,1089,19762,9564,10198,309,148,161,358,173,185,0,0,0,339,164,175,355,0,336,732,569,301,150,41,72,24,23,63,21828,678,367,311,52,21,31,67,38,29,895,436,459,803,391,412,32,18,14,371,110,261,400,135,265,1371,574,797,2295,949,1346,838,475,363,4578,2317,2261,5665,2826,2839,9,9,9,9377,6264,3113,7564,1899,5665,9202,6125,3077,175,139,36,14916,7500,1781,541,499,4222,5869,9684,1435,20884,1123,22,243,4577,3609,968,22404,18009,4395,5119,4707,4989,4577,4706,269,143,22404,5,1,4438,126,1308,3257,393,617,3548,4549,16,4391,176,4461,4481,83,4312,29,4135,4451,3604,2672,2079,1138,1939,2776,760,
15,México,15031,Chimalhuacán,614453,302297,312156,39176,19929,19247,571067,280250,290817,543286,266196,277090,450454,219353,231101,413081,200518,212563,373316,180489,192827,41267,20846,20421,79346,40051,39295,89709,45245,44464,37373,18835,18538,39765,20029,19736,86244,42376,43868,175839,29083,13969,15114,97,197162,395912,17169,2,333465,165472,167993,274527,133585,140942,513331,251017,262314,24062,11812,12250,20570,10237,10333,134,38,96,18518,9301,9217,20491,126,18478,56479,22261,10708,7059,2014,2021,868,1154,2069,585542,22325,11348,10977,2553,1371,1182,3223,1714,1509,25753,12486,13267,17198,8339,8859,2017,1163,854,18626,6197,12429,24178,9253,14925,45274,20641,24633,82193,38651,43542,27004,15197,11807,122190,62111,60079,97690,48217,49473,8,8,8,246100,168763,77337,202614,49577,153037,232026,157509,74517,14074,11254,2820,333619,275903,116520,24914,9184,108599,153622,254005,42036,520588,52974,548,26101,146477,113308,33169,610557,487370,123187,162709,147765,161421,146477,147761,12329,2615,610557,4,1,136956,8546,74731,71003,23118,39670,82718,144923,731,131264,14306,145008,143059,2394,129577,1487,122473,140361,105985,87134,36237,24342,62097,86345,14592,
15,México,15032,Donato Guerra,33455,16484,16971,2466,1291,1175,30884,15139,15745,29143,14255,14888,22999,11153,11846,20497,9920,10577,17922,8574,9348,2629,1337,1292,5256,2649,2607,6032,3032,3000,2502,1233,1269,2575,1346,1229,4574,2275,2299,8414,2132,898,1234,97,12853,18951,1546,3,32244,15910,16334,990,460,530,28518,13885,14633,285,146,139,6927,3283,3644,783,256,527,6068,2987,3081,6570,585,5915,9263,1175,589,316,135,178,59,67,100,31941,1843,961,882,369,171,198,426,217,209,1154,611,543,523,282,241,341,203,138,3395,1089,2306,3468,1149,2319,5179,2605,2574,4239,2138,2101,1075,620,455,3984,2116,1868,2120,1097,1023,6,6,5,10498,8177,2321,12357,2886,9471,9709,7436,2273,789,741,48,10289,22959,214,295,459,21782,8714,12451,1774,30447,1726,45,340,6860,5432,1428,33371,27610,5761,8291,6888,8263,6860,6888,911,492,33371,5,2,5720,1099,2873,3945,618,1930,4262,6189,627,4659,2146,4935,3902,2699,2868,1282,3146,4948,1919,968,1122,261,455,1733,66,
15,México,15033,Ecatepec de Morelos,1656107,806443,849664,81441,41294,40147,1553883,754780,799103,1493967,724599,769368,1286693,619442,667251,1200456,576138,624318,1107918,529575,578343,89257,45137,44120,177933,90201,87732,205377,103688,101689,86237,43304,42933,92538,46563,45975,214737,106925,107812,473638,129783,60102,69681,95,434868,1120357,80099,2,710306,352251,358055,917230,439922,477308,1415029,685071,729958,65495,31912,33583,25475,12786,12689,118,39,79,21633,10853,10780,25322,110,21555,65182,63221,32142,19966,4797,6346,2769,2937,6182,1564521,42870,21745,21125,4618,2489,2129,4982,2760,2222,68310,33626,34684,68745,34628,34117,2895,1607,1288,32357,9875,22482,45185,15965,29220,88347,37214,51133,184110,82105,102005,59908,33309,26599,301691,152831,148860,469663,232784,236879,9,10,9,699245,456236,243009,583037,160679,422358,661748,428496,233252,37497,27740,9757,699848,932548,593406,109268,12271,163361,454883,696282,133063,1365925,136407,2848,71086,412401,312543,99858,1635477,1285256,350221,473784,419118,467067,412401,419087,41286,13380,1635477,4,1,401640,8137,131314,279338,26453,62468,321178,410541,467,395255,14910,409211,408707,1328,393397,1454,364747,403783,361649,309712,166887,145044,268026,285489,101562,
15,México,15034,Ecatzingo,9369,4582,4787,611,317,294,8718,4246,4472,8293,4043,4250,6716,3239,3477,6045,2898,3147,5305,2522,2783,659,337,322,1343,670,673,1575,790,785,671,341,330,740,376,364,1192,573,619,2472,709,340,369,96,3284,5518,527,3,8592,4232,4360,719,322,397,8138,3970,4168,109,39,70,14,7,7,0,0,0,9,3,6,14,0,9,36,428,203,112,58,89,12,30,20,8892,383,185,198,29,16,13,32,12,20,512,261,251,171,80,91,53,24,29,504,166,338,374,134,240,1182,492,690,906,397,509,322,178,144,2004,1071,933,1048,528,520,7,8,7,3230,2408,822,3465,821,2644,3141,2326,815,89,82,7,3956,5370,280,262,47,4030,2287,3868,555,8178,683,36,185,2060,1633,427,9330,7612,1718,2466,2073,2453,2060,2073,178,215,9330,5,1,1615,440,970,1086,217,594,1245,2045,12,1753,303,1921,1460,592,1305,107,1552,1836,834,691,459,197,440,920,90,
15,México,15035,Huehuetoca,100023,49372,50651,6713,3407,3306,92343,45483,46860,87387,42990,44397,70631,34395,36236,64788,31432,33356,59335,28726,30609,7431,3796,3635,14281,7292,6989,15278,7760,7518,5843,2963,2880,5453,2706,2747,11175,5353,5822,28667,3629,1625,2004,97,34268,62508,2280,2,53836,26944,26892,44881,21784,23097,74965,36932,38033,11798,5684,6114,1670,842,828,12,3,9,1487,750,737,1650,8,1477,4230,3519,1474,1381,362,300,205,223,324,95284,3960,2012,1948,318,177,141,299,157,142,3744,1869,1875,2098,1047,1051,272,148,124,1689,523,1166,2138,757,1381,4286,1737,2549,9484,4026,5458,3550,1953,1597,21873,11291,10582,21103,10656,10447,9,9,9,37331,26586,10745,33093,7697,25396,35504,25182,10322,1827,1404,423,30968,67963,42923,2368,655,12651,20777,44383,5373,83368,7802,163,3677,24872,20290,4582,98973,82777,16196,52842,25188,52526,24872,25187,23612,4042,98973,4,1,24231,525,9545,15250,1658,4697,18416,24709,96,23946,827,24614,24521,194,23684,99,21456,24307,21503,17667,8358,6168,4238,21310,2169,
15,México,15036,Hueypoxtla,39864,19860,20004,2460,1255,1205,37358,18588,18770,35523,17639,17884,29633,14601,15032,27384,13474,13910,24997,12291,12706,2703,1393,1310,5022,2594,2428,5563,2839,2724,2249,1127,1122,2387,1183,1204,5350,2636,2714,10990,3284,1676,1608,99,12434,24955,2429,3,33452,16877,16575,6305,2935,3370,34678,17240,17438,628,285,343,104,42,62,0,0,0,87,35,52,102,0,85,312,1337,722,394,113,199,86,47,110,38405,1450,762,688,129,77,52,142,74,68,1499,724,775,861,426,435,119,64,55,2220,884,1336,2380,1045,1335,3880,1823,2057,5885,2869,3016,1211,649,562,8855,4658,4197,4347,2082,2265,7,7,7,14328,10761,3567,15144,3723,11421,13696,10201,3495,632,560,72,26927,12821,5840,530,392,5343,9563,17938,2100,37714,825,59,528,9083,7588,1495,39831,34257,5574,10511,9094,10500,9083,9094,744,673,39831,4,1,8672,378,3407,5645,747,1742,6544,9008,41,8580,472,8025,7916,1109,7630,149,7482,8663,6539,4406,2858,1001,1693,4487,377,
15,México,15037,Huixquilucan,242167,116502,125665,12365,6300,6065,221132,105886,115246,212153,101326,110827,181808,85858,95950,169990,79879,90111,157461,73734,83727,13341,6763,6578,25983,13265,12718,28940,14727,14213,11818,5979,5839,12529,6145,6384,31578,14783,16795,70438,18144,8523,9621,93,63507,158343,11647,2,119808,58272,61536,106925,50561,56364,195004,93504,101500,12594,5601,6993,3715,1520,2195,8,2,6,3312,1339,1973,3700,8,3303,8340,5491,2746,1631,475,578,280,251,626,225405,5078,2537,2541,713,371,342,629,304,325,9055,4505,4550,10295,5195,5100,375,199,176,4934,1508,3426,6200,2108,4092,12499,5037,7462,22365,9513,12852,7498,4104,3394,39591,19435,20156,74466,36443,38023,10,10,10,102841,63647,39194,77404,21425,55979,98776,60539,38237,4065,3108,957,88303,143636,59672,8399,3624,31564,64083,100377,16179,194877,11288,13182,5872,59587,46751,12836,233595,191217,42378,70952,62409,68130,59587,62402,6541,2002,233595,4,1,57505,1354,20200,38993,4652,9453,44974,59119,117,56002,3113,58472,58318,730,55335,274,54341,57948,50638,44601,31350,28719,37972,45797,24339,
15,México,15038,Isidro Fabela,10308,5097,5211,592,307,285,9695,4779,4916,9228,4537,4691,7616,3745,3871,6979,3422,3557,6325,3090,3235,685,359,326,1394,675,719,1551,768,783,637,323,314,654,332,322,1269,638,631,2834,772,386,386,98,3308,6420,559,2,8920,4448,4472,1363,635,728,9070,4461,4609,125,56,69,52,25,27,1,1,0,42,20,22,50,1,41,155,470,269,123,49,73,13,18,24,9779,403,203,200,21,9,12,33,19,14,445,223,222,266,132,134,29,18,11,472,200,272,465,201,264,1001,448,553,1411,671,740,379,201,178,2050,1083,967,1445,715,730,8,8,8,3818,2757,1061,3766,964,2802,3593,2568,1025,225,189,36,3491,6792,1654,170,252,4424,2581,4366,659,9288,522,13,214,2455,1995,460,10283,8744,1539,3023,2461,3017,2455,2460,251,311,10283,4,1,2256,193,936,1513,192,560,1693,2414,35,2297,155,2199,1986,442,1902,46,2040,2289,1472,1204,843,315,945,1234,178,
15,México,15039,Ixtapaluca,467361,227846,239515,24841,12662,12179,439153,213500,225653,420675,204129,216546,352259,169424,182835,322816,154589,168227,292313,139214,153099,27879,14167,13712,59015,29909,29106,69273,35023,34250,29443,14835,14608,30503,15375,15128,59651,29480,30171,139051,22298,10106,12192,95,141178,308943,13873,2,193991,95899,98092,267965,129262,138703,378626,183446,195180,38608,18770,19838,8054,3962,4092,57,19,38,7014,3460,3554,7996,49,6984,21541,16872,7468,6374,1401,1516,653,892,1551,445302,13384,6834,6550,1353,708,645,1589,878,711,22403,11033,11370,16678,8283,8395,949,566,383,9012,3129,5883,12012,4590,7422,22324,9480,12844,46224,20519,25705,17243,9330,7913,90087,45246,44841,120765,59208,61557,9,9,9,190023,125832,64191,161137,43058,118079,180389,118580,61809,9634,7252,2382,205799,257366,157743,34266,3950,45128,121364,199466,30873,385311,39180,1792,21454,117619,90619,27000,463963,370863,93100,156887,118691,155815,117619,118687,29040,9156,463963,4,1,111735,5155,37369,79835,8625,18627,89810,116013,1286,108546,8481,116194,113499,3498,106374,919,103723,113992,98033,84720,43809,40899,65284,87068,28862,
15,México,15040,Ixtapan de la Sal,33541,16082,17459,2122,1050,1072,31348,14998,16350,29772,14205,15567,24530,11522,13008,22345,10414,11931,20075,9276,10799,2358,1190,1168,4460,2286,2174,5204,2673,2531,2185,1108,1077,2270,1138,1132,4323,2020,2303,9081,2800,1241,1559,92,11125,20359,1986,3,30595,14658,15937,2507,1194,1313,28622,13511,15111,468,238,230,69,30,39,0,0,0,38,17,21,65,0,37,174,1094,584,194,118,128,56,56,169,32261,1029,516,513,144,76,68,328,178,150,1227,576,651,922,424,498,186,118,68,2072,864,1208,1895,787,1108,3776,1811,1965,4650,2212,2438,1159,650,509,5125,2387,2738,5118,2318,2800,8,8,8,13260,8776,4484,11128,2675,8453,12667,8269,4398,593,507,86,6868,26548,3229,719,2331,19201,8939,13119,2439,31242,1506,13,266,8287,6137,2150,33386,26192,7194,10959,8312,10934,8287,8308,1659,988,33386,4,1,7711,530,3323,4931,737,1809,5698,8145,107,6150,2084,7408,7339,858,5879,178,6793,7540,5935,3851,3167,1622,2598,5110,1059,
15,México,15041,Ixtapan del Oro,6629,3326,3303,434,214,220,6193,3110,3083,5862,2961,2901,4712,2371,2341,4234,2122,2112,3758,1867,1891,507,237,270,974,502,472,1133,587,546,478,249,229,476,255,221,839,431,408,1567,609,284,325,101,2393,3770,464,3,6238,3139,3099,350,166,184,5729,2881,2848,56,26,30,61,19,42,0,0,0,55,17,38,61,0,55,128,468,283,149,37,75,16,19,36,6132,323,153,170,47,30,17,66,33,33,230,121,109,93,49,44,38,27,11,560,215,345,516,194,322,1172,592,580,874,467,407,220,124,96,893,459,434,438,227,211,6,6,6,2024,1668,356,2671,693,1978,1949,1601,348,75,67,8,994,5616,43,58,147,5353,1734,2589,384,4414,1959,0,92,1531,1227,304,6627,5593,1034,2019,1532,2018,1531,1531,296,191,6627,4,1,1417,107,621,897,185,416,916,1445,74,1299,225,1134,1065,456,959,232,780,1138,639,446,332,68,171,438,21,
15,México,15042,Ixtlahuaca,141482,68388,73094,8649,4455,4194,132731,63883,68848,126263,60630,65633,104451,49476,54975,95694,45077,50617,86396,40512,45884,9576,4824,4752,18704,9583,9121,21273,10764,10509,8757,4399,4358,9298,4565,4733,19678,9628,10050,40015,10281,4476,5805,94,45686,88380,7314,3,135624,65869,69755,5448,2320,3128,124086,59454,64632,1395,713,682,19973,9220,10753,133,20,113,19093,8882,10211,19931,133,19058,51710,4871,2565,1360,562,707,280,173,372,135498,5441,2734,2707,366,193,173,487,255,232,6182,2933,3249,4111,2012,2099,316,174,142,10726,2828,7898,10750,3038,7712,12928,6014,6914,20170,9272,10898,4139,2406,1733,26308,13920,12388,18284,9040,9244,7,8,7,51676,36691,14985,51958,12203,39755,49107,34556,14551,2569,2135,434,49162,91723,20036,2645,1678,62482,39412,57783,7116,110760,25662,114,2746,30832,24323,6509,141131,116864,24267,35636,30853,35615,30832,30851,2764,2019,141131,5,1,27711,2943,10053,20652,1439,5602,23645,29922,774,19404,11275,24054,18559,12011,13605,1202,23681,28263,16451,7125,9785,3237,4396,14243,1008,
15,México,15043,Xalatlaco,26865,13058,13807,1754,881,873,24966,12103,12863,23754,11511,12243,19588,9394,10194,17954,8566,9388,16200,7705,8495,1820,905,915,3558,1804,1754,3957,1997,1960,1634,828,806,1754,861,893,3735,1796,1939,7561,1836,852,984,95,8766,16659,1295,2,24905,12123,12782,1732,823,909,23275,11251,12024,295,153,142,198,102,96,0,0,0,164,84,80,198,0,164,643,696,370,175,73,71,36,34,57,25893,982,476,506,99,45,54,112,51,61,1001,472,529,722,358,364,80,35,45,928,332,596,908,349,559,2420,1043,1377,3343,1432,1911,1047,535,512,5695,2974,2721,3990,2010,1980,8,8,8,10351,7058,3293,9036,2240,6796,10034,6795,3239,317,263,54,13290,13351,2537,509,394,9226,6528,11531,1493,24350,1572,113,257,5619,4525,1094,26724,22320,4404,6716,5666,6669,5619,5666,563,487,26724,5,1,4864,739,2288,3317,612,1229,3757,5532,70,5039,541,5330,5082,508,4704,203,4504,5122,2707,2528,1949,739,1295,2041,405,
15,México,15044,Jaltenco,26328,12844,13484,1397,711,686,24613,11974,12639,23570,11449,12121,20019,9601,10418,18665,8948,9717,17264,8233,9031,1506,777,729,3088,1596,1492,3457,1747,1710,1354,653,701,1401,715,686,3315,1636,1679,7378,1876,867,1009,95,7345,17548,1117,2,14286,7113,7173,11662,5541,6121,22593,10995,11598,793,357,436,166,86,80,0,0,0,137,70,67,164,0,137,506,1001,547,263,76,105,47,58,89,24894,724,367,357,63,31,32,66,29,37,1070,536,534,988,485,503,28,15,13,314,98,216,378,131,247,1284,478,806,3021,1228,1793,844,467,377,4977,2607,2370,7300,3659,3641,10,10,9,10733,7150,3583,9210,2412,6798,10286,6813,3473,447,337,110,9358,16629,8747,886,442,5124,6719,11196,2071,21700,1852,18,1015,6345,4633,1712,26019,19775,6244,7811,6448,7708,6345,6448,916,447,26019,4,1,6246,65,969,5357,130,449,5742,6323,9,5998,324,6311,6305,19,5970,23,5559,6247,5668,4870,2412,2279,3586,4730,1557,
15,México,15045,Jilotepec,83755,41088,42667,4784,2390,2394,78792,38601,40191,75280,36869,38411,62761,30492,32269,57433,27809,29624,51859,25031,26828,5254,2610,2644,10777,5499,5278,12550,6370,6180,5328,2683,2645,5574,2778,2796,10961,5366,5595,23073,7042,3352,3690,96,26143,52448,4985,3,70830,34978,35852,12436,5869,6567,72709,35538,37171,1843,871,972,325,155,170,1,0,1,248,116,132,321,1,248,868,4519,2453,1442,423,599,229,233,314,78338,2561,1274,1287,174,91,83,293,164,129,3604,1695,1909,2430,1090,1340,235,140,95,4149,1312,2837,3880,1360,2520,9702,4606,5096,11072,5160,5912,2731,1587,1144,15622,8421,7201,12422,5835,6587,8,8,8,31842,22755,9087,30368,7304,23064,30430,21516,8914,1412,1239,173,23742,59391,12528,2803,3090,38360,23212,34667,4793,78932,2415,54,538,19926,16004,3922,83264,69930,13334,24661,19979,24608,19926,19975,2515,2167,83264,4,1,18988,857,7302,12570,1125,3802,14927,18746,1127,15451,4398,15664,14417,5291,12301,733,15507,18100,13410,8374,8685,3187,2438,12416,1257,
15,México,15046,Jilotzingo,17970,8864,9106,1099,584,515,16858,8276,8582,16125,7911,8214,13544,6624,6920,12589,6127,6462,11553,5609,5944,1087,552,535,2227,1100,1127,2406,1226,1180,955,497,458,1036,518,518,2446,1170,1276,5060,1366,684,682,97,5368,11683,906,2,14311,7067,7244,3569,1749,1820,15785,7747,8038,202,92,110,146,73,73,0,0,0,127,60,67,145,0,127,436,771,404,225,54,78,21,23,88,16976,591,295,296,84,42,42,65,31,34,688,345,343,491,225,266,35,23,12,648,249,399,811,337,474,1388,631,757,2385,1107,1278,642,360,282,3796,2015,1781,3192,1520,1672,8,8,8,7154,4940,2214,6336,1647,4689,6847,4689,2158,307,251,56,8804,9104,4647,455,680,2828,4504,7963,1049,15420,1297,3,429,4271,3484,787,17952,15072,2880,5129,4273,5127,4271,4272,284,572,17952,4,1,4015,245,1566,2695,315,847,3097,4229,35,4133,129,3933,3983,223,3848,47,3758,4127,2977,2542,1711,1028,2172,2674,640,
15,México,15047,Jiquipilco,69031,33299,35732,4652,2330,2322,64316,30936,33380,60991,29321,31670,49565,23540,26025,45051,21289,23762,40473,18974,21499,4986,2498,2488,9765,4898,4867,11035,5511,5524,4514,2251,2263,4578,2315,2263,9197,4383,4814,18550,5316,2352,2964,93,23917,41203,3848,3,65154,31676,33478,3545,1453,2092,59200,28403,30797,1182,539,643,5319,2370,2949,16,1,15,5022,2245,2777,5311,16,5018,14773,2694,1488,747,263,303,138,133,205,65833,2666,1305,1361,265,140,125,343,178,165,2702,1267,1435,1664,761,903,256,134,122,5264,1630,3634,4859,1492,3367,7910,3760,4150,9177,4418,4759,2315,1378,937,11907,6185,5722,7471,3451,4020,7,7,7,23308,17409,5899,25872,5911,19961,22012,16285,5727,1296,1124,172,27221,41541,3815,1102,1103,33870,17534,27931,3982,60465,7075,17,444,15197,11922,3275,68991,56754,12237,18306,15210,18293,15197,15210,1550,1546,68991,5,1,13543,1583,5450,9696,683,2902,11550,14644,496,13934,1198,11786,10412,4691,9756,818,11663,13359,6939,3574,4246,1174,1936,5886,259,
